Timestamp,Value,Status
1,2010,1
2,2010,1
3,2010,1
4,2010,1
5,2010,1
6,2010,1
7,2010,1
8,2010,1
9,2010,1
10,2010,1
11,2010,1
12,2010,1
13,2010,1
14,2010,1
15,2010,1
16,2010,1
17,2010,1
18,2010,1
19,2010,1
20,2010,1
21,2010,1
22,2010,1
23,2010,1
24,2010,1
25,2010,1
26,2010,1
27,2010,1
28,2010,1
29,2010,1
30,2010,1
31,2010,1
32,2010,1
33,2010,1
34,2010,1
35,2010,1
36,2010,1
37,2010,1
38,2010,1
39,2010,1
40,2010,1
41,2010,1
42,2010,1
43,2010,1
44,2010,1
45,2010,1
46,2010,1
47,2010,1
48,2010,1
49,2010,1
50,2010,1
51,2010,1
52,2010,1
53,2010,1
54,2010,1
55,2010,1
56,2010,1
57,2010,1
58,2010,1
59,2010,1
60,2010,1
61,2010,1
62,2010,1
63,2010,1
64,2010,1
65,2010,1
66,2010,1
67,2010,1
68,2010,1
69,2010,1
70,2010,1
71,2010,1
72,2010,1
73,2010,1
74,2010,1
75,2010,1
76,2010,1
77,2010,1
78,2010,1
79,2010,1
80,2010,1
81,2010,1
82,2010,1
83,2010,1
84,2010,1
85,2010,1
86,2010,1
87,2010,1
88,2010,1
89,2010,1
90,2010,1
91,2010,1
92,2010,1
93,2010,1
94,2010,1
95,2010,1
96,2010,1
97,2010,1
98,2010,1
99,2010,1
100,2010,1
101,2010,1
102,2010,1
103,2010,1
104,2010,1
105,2010,1
106,2010,1
107,2010,1
108,2010,1
109,2010,1
110,2010,1
111,2010,1
112,2010,1
113,2010,1
114,2010,1
115,2010,1
116,2010,1
117,2010,1
118,2010,1
119,2010,1
120,2010,1
121,2010,1
122,2010,1
123,2010,1
124,2010,1
125,2010,1
126,2010,1
127,2010,1
128,2010,1
129,2010,1
130,2010,1
131,2010,1
132,2010,1
133,2010,1
134,2010,1
135,2010,1
136,2010,1
137,2010,1
138,2010,1
139,2010,1
140,2010,1
141,2010,1
142,2010,1
143,2010,1
144,2010,1
145,2010,1
146,2010,1
147,2010,1
148,2010,1
149,2010,1
150,2010,1
151,2010,1
152,2010,1
153,2010,1
154,2010,1
155,2010,1
156,2010,1
157,2010,1
158,2010,1
159,2010,1
160,2010,1
161,2010,1
162,2010,1
163,2010,1
164,2010,1
165,2010,1
166,2010,1
167,2010,1
168,2010,1
169,2010,1
170,2010,1
171,2010,1
172,2010,1
173,2010,1
174,2010,1
175,2010,1
176,2010,1
177,2010,1
178,2010,1
179,2010,1
180,2010,1
181,2010,1
182,2010,1
183,2010,1
184,2010,1
185,2010,1
186,2010,1
187,2010,1
188,2010,1
189,2010,1
190,2010,1
191,2010,1
192,2010,1
193,2010,1
194,2010,1
195,2010,1
196,2010,1
197,2010,1
198,2010,1
199,2010,1
200,2010,1
201,2010,1
202,2010,1
203,2010,1
204,2010,1
205,2010,1
206,2010,1
207,2010,1
208,2010,1
209,2010,1
210,2010,1
211,2010,1
212,2010,1
213,2010,1
214,2010,1
215,2010,1
216,2010,1
217,2010,1
218,2010,1
219,2010,1
220,2010,1
221,2010,1
222,2010,1
223,2010,1
224,2010,1
225,2010,1
226,2010,1
227,2010,1
228,2010,1
229,2010,1
230,2010,1
231,2010,1
232,2010,1
233,2010,1
